City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Poli,TZ,-3.3333,36.8,86.0,42,40,20.71,light rain
344,Galveston,US,29.3669,-94.9669,61.0,94,90,11.5,mist
345,Hudson,US,40.7168,-74.0663,30.2,47,1,6.91,clear sky
346,Tokoroa,NZ,-38.2333,175.8667,62.01,93,69,1.99,broken clouds
347,Djibo,BF,14.1022,-1.6306,89.82,10,31,12.64,scattered clouds
348,Kassiopi,GR,39.7886,19.9186,53.01,93,75,8.05,broken clouds
349,Lianzhou,CN,24.7811,112.3825,55.83,65,0,2.06,clear sky
350,Kampong Thum,KH,12.7111,104.8887,79.07,67,10,1.74,clear sky
351,Mehran,IR,33.1222,46.1646,44.6,42,0,6.91,clear sky
352,Westport,US,41.1415,-73.3579,30.0,55,11,17.98,few clouds
353,Zlatoust,RU,55.1711,59.6508,-6.72,90,100,3.22,overcast clouds
354,Fergus Falls,US,46.283,-96.0776,15.8,79,90,11.5,overcast clouds
355,Okha,RU,53.5739,142.9478,-16.8,84,0,7.56,clear sky
356,Fairview,US,40.8126,-73.999,30.2,40,1,10.36,clear sky
357,Sao Felix Do Xingu,BR,-6.6447,-51.995,88.81,52,26,4.59,light rain
358,Banjar,ID,-8.19,114.9675,77.0,94,20,4.61,few clouds
359,Los Arroyos,HN,14.6447,-88.8922,64.4,94,75,2.98,broken clouds
360,Abu Kamal,SY,34.4506,40.9171,48.85,46,17,4.56,few clouds
361,Alim,PH,9.5649,122.4876,79.09,76,99,2.68,overcast clouds
362,Nisia Floresta,BR,-6.0911,-35.2086,86.0,66,75,18.41,light rain
363,Port Elizabeth,ZA,-33.918,25.5701,75.2,73,75,32.21,broken clouds
364,Kavaratti,IN,10.5669,72.642,81.63,70,10,11.27,clear sky
365,Cape Town,ZA,-33.9258,18.4232,78.8,47,20,12.66,few clouds
366,Gazli,UZ,40.1333,63.45,29.68,88,0,7.54,clear sky
367,Rafsanjan,IR,30.4067,55.9939,40.5,55,0,5.68,clear sky
368,Henties Bay,NA,-22.116,14.2845,69.1,85,98,8.1,overcast clouds
369,Jilin,CN,43.0,126.0,17.19,96,0,3.38,clear sky
370,Hasaki,JP,35.7333,140.8333,41.0,100,75,17.27,light rain
371,Virginia Beach,US,36.8529,-75.978,39.99,55,36,3.0,scattered clouds
372,Vitorino Freire,BR,-4.0667,-45.1667,84.63,72,88,4.68,overcast clouds
373,Anadyr,RU,64.75,177.4833,-11.2,77,0,8.95,clear sky
374,Egvekinot,RU,66.3167,-179.1667,-16.04,90,17,2.15,few clouds
375,Sal Rei,CV,16.1833,-22.9167,80.6,44,96,17.27,overcast clouds
376,Ishim,RU,56.1128,69.4902,-35.63,81,6,5.26,clear sky
377,Pathein,MM,16.7833,94.7333,68.14,63,45,5.53,scattered clouds
378,Hami,CN,42.8,93.45,25.56,74,100,4.07,light snow
379,Plouzane,FR,48.3833,-4.6167,46.4,57,20,9.22,few clouds
380,Louis Trichardt,ZA,-23.0439,29.9032,68.95,87,100,10.31,light rain
381,Jasper,US,37.2001,-94.3502,30.99,63,1,4.61,clear sky
382,Ocampo,MX,21.65,-101.5,59.34,41,87,3.4,overcast clouds
383,Nakapiripirit,UG,1.9167,34.7833,79.07,40,100,16.15,overcast clouds
384,Debre Tabor,ET,11.85,38.0167,64.69,48,93,10.67,overcast clouds
385,Walvis Bay,NA,-22.9575,14.5053,75.2,64,20,16.11,few clouds
386,Aripuana,BR,-9.1667,-60.6333,84.74,67,80,3.27,light rain
387,Coquimbo,CL,-29.9533,-71.3436,69.8,64,40,8.05,scattered clouds
388,Tiksi,RU,71.6872,128.8694,-42.77,79,35,6.44,scattered clouds
389,Bluefield,US,37.2698,-81.2223,23.0,68,1,9.22,clear sky
390,Gunjur,GM,13.2019,-16.7339,89.6,22,81,5.75,broken clouds
391,Severo-Kurilsk,RU,50.6789,156.125,24.24,94,99,29.3,light snow
392,Inhambane,MZ,-23.865,35.3833,84.2,79,75,17.27,light rain
393,Fremont,US,37.5483,-121.9886,44.6,93,90,3.4,overcast clouds
394,Waingapu,ID,-9.6567,120.2641,79.5,80,90,6.73,overcast clouds
395,Kalabo,ZM,-14.97,22.6814,76.05,75,100,6.76,light rain
396,Mitsamiouli,KM,-11.3847,43.2844,83.21,70,100,6.2,overcast clouds
397,Gladstone,AU,-23.85,151.25,73.4,68,4,4.61,light rain
398,Cabo San Lucas,MX,22.8909,-109.9124,61.0,88,90,6.91,fog
399,Bayshore Gardens,US,27.4253,-82.5904,69.8,94,90,5.75,mist
400,Tsabong,BW,-26.0217,22.401,97.61,11,0,4.0,clear sky
401,Piatra,RO,43.8167,25.1667,57.2,62,75,6.91,broken clouds
402,Mungwi,ZM,-10.1732,31.3694,72.37,87,100,3.02,light rain
403,Komsomolskiy,UZ,40.4272,71.7189,28.4,46,100,4.61,overcast clouds
404,Dingle,PH,10.9995,122.6711,75.99,87,97,2.06,light rain
405,Nicoya,CR,10.1483,-85.452,80.6,65,0,5.75,clear sky
406,Yongan,CN,39.6957,113.6871,29.1,77,0,1.61,clear sky
407,Meulaboh,ID,4.1363,96.1285,78.46,83,38,4.32,scattered clouds
408,Feni,BD,23.0186,91.41,61.39,54,0,3.89,clear sky
409,Tobol,KZ,52.6844,62.5794,-18.06,86,100,2.73,overcast clouds
410,Xaltianguis,MX,17.0667,-99.8333,75.2,94,90,4.61,overcast clouds
411,Victoria,HK,22.2855,114.1577,66.99,80,0,7.11,clear sky
412,Nemuro,JP,43.3236,145.575,19.56,90,0,6.2,clear sky
413,Ust-Ishim,RU,57.6935,71.1665,-38.15,81,15,4.09,few clouds
414,Kaeo,NZ,-35.1,173.7833,55.0,90,7,1.99,clear sky
415,Novyy Urgal,RU,51.0736,132.5642,-10.53,90,100,2.01,overcast clouds
416,Tarragona,ES,41.129,1.249,61.0,39,20,23.02,few clouds
417,Saqqez,IR,36.2499,46.2735,18.3,90,0,1.48,clear sky
418,Luderitz,NA,-26.6481,15.1594,73.26,62,70,27.22,broken clouds
419,Zhuhai,CN,22.2769,113.5678,69.01,72,0,4.61,clear sky
420,Yantal,RU,56.8471,105.2542,-16.33,86,70,2.42,broken clouds
421,Mani,CO,4.8172,-72.2886,89.6,39,93,10.94,overcast clouds
422,Bonthe,SL,7.5264,-12.505,89.1,48,0,8.93,clear sky
423,Margate,GB,51.3813,1.3862,36.0,82,100,4.0,overcast clouds
424,Vila Do Maio,CV,15.1333,-23.2167,80.6,47,93,18.41,overcast clouds
425,Lata,PT,40.1629,-8.3327,59.0,94,100,5.01,overcast clouds
426,Eureka,US,40.8021,-124.1637,37.99,93,1,6.91,clear sky
427,Alofi,NU,-19.0595,-169.9187,75.2,94,100,1.14,light rain
428,Launceston,AU,-41.45,147.1667,61.0,88,94,5.75,overcast clouds
429,Labuhan,ID,-6.8844,112.2051,79.74,83,100,5.57,overcast clouds
430,Ewa Beach,US,21.3156,-158.0072,73.4,78,19,3.44,few clouds
431,San Policarpo,PH,12.1791,125.5072,80.24,84,76,5.08,broken clouds
432,Laguna,US,38.421,-121.4238,43.0,87,20,3.44,few clouds
433,Tacna,PE,-18.0056,-70.2483,71.6,64,0,4.61,clear sky
434,Isangel,VU,-19.55,169.2667,77.58,87,100,8.9,overcast clouds
435,Luang Prabang,LA,19.8856,102.1347,67.51,55,36,1.07,scattered clouds
436,Verkhnevilyuysk,RU,63.4453,120.3167,-55.91,60,78,3.47,broken clouds
437,Yining,CN,29.0361,114.5636,46.87,81,0,2.75,clear sky
438,Ahuimanu,US,21.4447,-157.8378,73.4,100,90,17.27,light rain
439,Zhangye,CN,38.9342,100.4517,28.18,74,100,17.4,overcast clouds
440,Tual,ID,-5.6667,132.75,83.71,78,67,10.76,light rain
441,Koumac,NC,-20.5667,164.2833,76.6,82,100,7.49,overcast clouds
442,San Juan De Los Morros,VE,9.9115,-67.3538,82.4,69,20,4.79,few clouds
443,Tra Vinh,VN,9.9347,106.3453,74.05,86,18,7.09,few clouds
444,Paragominas,BR,-2.9667,-47.4833,87.64,59,83,4.23,broken clouds
445,Fort-Shevchenko,KZ,44.5086,50.263,40.57,72,2,13.4,clear sky
446,Jingdezhen,CN,29.2947,117.2079,45.72,88,0,3.6,clear sky
447,Lillehammer,NO,61.1146,10.4674,28.9,94,100,2.59,overcast clouds
448,Mackay,AU,-21.15,149.2,77.0,73,2,10.36,clear sky
449,Otane,NZ,-39.8833,176.6333,60.01,83,14,11.01,few clouds
450,Puerto Leguizamo,CO,-0.1934,-74.7819,79.84,74,87,2.66,overcast clouds
451,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,87.46,52,15,4.81,few clouds
452,Eyl,SO,7.9803,49.8164,75.79,67,54,22.48,broken clouds
453,Goderich,CA,43.7501,-81.7165,21.2,93,100,19.57,light snow
454,Miquelon,PM,47.0975,-56.3814,30.2,64,75,14.97,broken clouds
455,Winnemucca,US,40.973,-117.7357,32.0,86,90,18.41,snow
456,Camabatela,AO,-8.1881,15.375,70.2,96,100,2.44,moderate rain
457,Tombouctou,ML,20.0,-3.0,82.2,10,0,12.01,clear sky
458,Comodoro Rivadavia,AR,-45.8667,-67.5,62.6,63,75,6.91,broken clouds
459,Zlobin,HR,45.2924,14.6541,53.6,54,75,11.5,broken clouds
460,Beirut,LB,33.8889,35.4944,57.99,71,0,1.01,clear sky
461,Takoradi,GH,4.8845,-1.7554,85.05,62,44,11.97,scattered clouds
462,Jiaozuo,CN,35.2397,113.2331,42.24,58,100,4.61,overcast clouds
463,Salym,RU,60.0625,71.4789,-43.13,80,46,4.14,scattered clouds
464,Sao Sebastiao Do Passe,BR,-12.5125,-38.4953,86.0,62,75,9.22,broken clouds
465,Klyuchi,RU,52.2667,79.1667,5.23,94,100,8.66,overcast clouds
466,Oume,JP,35.7839,139.2431,37.0,38,100,5.19,light rain
467,Pozo Colorado,PY,-23.4923,-58.7972,91.72,45,37,8.72,scattered clouds
468,Tikapur,NP,28.5,81.1333,58.37,55,0,4.68,clear sky
469,Yorkton,CA,51.2167,-102.4677,10.4,92,90,8.05,overcast clouds
470,Sungaipenuh,ID,-2.0833,101.3833,65.57,85,100,2.55,light rain
471,Rovaniemi,FI,66.5,25.7167,6.8,85,90,16.11,snow
472,Pallasovka,RU,50.05,46.8833,33.33,93,100,12.41,overcast clouds
473,Yarkovo,RU,57.4028,67.0786,-34.8,82,7,1.68,clear sky
474,Dwarka,IN,22.2394,68.9678,69.89,72,0,11.27,clear sky
475,Portland,US,45.5234,-122.6762,33.01,86,20,0.25,few clouds
476,Kutum,SD,14.2,24.6667,82.56,15,1,12.3,clear sky
477,Uglich,RU,57.5275,38.3317,33.22,98,100,6.2,overcast clouds
478,Kassala,SD,15.451,36.4,91.08,23,32,10.0,scattered clouds
479,Nabire,ID,-3.3667,135.4833,76.51,86,88,3.89,light rain
480,Anori,BR,-3.7728,-61.6442,87.84,56,50,5.06,scattered clouds
481,Mega,ET,4.05,38.3,71.33,48,100,16.89,overcast clouds
482,Suntar,RU,62.1444,117.6319,-54.27,67,69,3.33,broken clouds
483,Broome,US,42.2506,-75.833,19.99,73,90,13.8,snow
484,Nador,MA,35.174,-2.9287,64.4,59,20,13.8,few clouds
485,Pemba,MZ,-12.974,40.5178,84.2,79,75,13.8,broken clouds
486,Batemans Bay,AU,-35.7167,150.1833,54.0,77,6,3.78,clear sky
487,Tchibanga,GA,-2.85,11.0333,77.29,91,100,5.86,moderate rain
488,Flin Flon,CA,54.7682,-101.865,-7.6,77,90,8.05,snow
489,Diapaga,BF,12.0708,1.7889,93.42,9,92,10.29,overcast clouds
490,Burnie,AU,-41.0667,145.9167,62.01,80,99,8.99,overcast clouds
491,Opuwo,NA,-18.0607,13.84,82.36,41,100,18.92,overcast clouds
492,Valenii De Munte,RO,45.1833,26.0333,43.0,88,89,17.0,overcast clouds
493,Jiamusi,CN,46.8333,130.35,7.2,92,0,8.01,clear sky
494,Faanui,PF,-16.4833,-151.75,79.99,74,16,12.48,moderate rain
495,Humboldt,US,40.6665,-123.9178,37.99,93,1,4.61,clear sky
496,Axim,GH,4.8699,-2.2405,83.79,67,49,11.32,scattered clouds
497,Rabo De Peixe,PT,37.8,-25.5833,64.99,88,40,13.8,scattered clouds
498,Brae,GB,60.3964,-1.353,35.6,87,40,10.76,scattered clouds
499,Yunyang,CN,33.4474,112.7142,48.0,39,100,2.66,overcast clouds
500,Deer Lake,CA,49.1667,-57.4316,26.6,80,75,16.11,broken clouds
501,Vestmannaeyjar,IS,63.4427,-20.2734,30.2,59,20,27.63,few clouds
502,Aras,ES,42.5617,-2.356,42.8,93,75,8.05,broken clouds
503,Shirochanka,RU,46.6497,38.3978,38.79,87,98,11.61,overcast clouds
504,Betare Oya,CM,5.6,14.0833,97.61,12,2,4.23,clear sky
505,Amalapuram,IN,16.5833,82.0167,78.8,73,0,5.75,haze
506,Lavrentiya,RU,65.5833,-171.0,3.6,90,100,6.29,overcast clouds
507,Ostrovnoy,RU,68.0531,39.5131,5.94,93,100,24.61,overcast clouds
508,Guajara,BR,-2.9667,-57.6667,87.04,58,31,5.06,scattered clouds
509,Arlit,NE,18.7369,7.3853,84.69,11,12,5.77,few clouds
510,Bilibino,RU,68.0546,166.4372,-25.15,83,100,2.84,overcast clouds
511,Kilakarai,IN,9.2333,78.7833,78.89,77,0,13.2,clear sky
512,Asyut,EG,27.181,31.1837,62.6,48,0,10.36,clear sky
513,Makakilo City,US,21.3469,-158.0858,73.4,78,12,3.44,few clouds
514,Hyeres,FR,43.1167,6.1167,53.6,71,75,10.36,broken clouds
515,Hanyang,CN,32.1371,105.5126,41.0,72,77,1.01,broken clouds
516,Isla Vista,US,34.4133,-119.861,48.2,87,90,5.14,overcast clouds
517,Rock Springs,US,41.5875,-109.2029,24.8,86,90,11.5,overcast clouds
518,Alta Floresta,BR,-9.8756,-56.0861,83.75,72,42,2.95,light rain
519,Pedernales,DO,18.0384,-71.744,81.0,54,43,2.46,scattered clouds
520,Ahome,MX,25.9167,-109.1833,55.99,94,90,9.22,overcast clouds
521,San Jeronimo,PE,-11.9472,-75.2829,52.2,66,100,0.89,overcast clouds
522,Tamasopo,MX,21.9333,-99.4833,65.64,84,52,0.49,broken clouds
523,Qaqortoq,GL,60.7167,-46.0333,28.4,29,1,19.57,clear sky
524,Karmala,IN,18.4167,75.2,80.91,29,15,2.82,few clouds
525,Luangwa,ZM,-15.6167,30.4167,83.41,74,100,5.57,overcast clouds
526,Queanbeyan,AU,-35.35,149.2333,66.99,86,0,1.61,light rain
527,Jaque,PA,7.5175,-78.1703,82.0,69,77,1.32,broken clouds
528,Andros Town,BS,24.7,-77.7667,71.6,78,20,2.3,few clouds
529,Luanda,AO,-8.8368,13.2343,86.0,54,20,11.5,few clouds
530,Krasnoborsk,RU,61.5598,45.934,4.91,93,100,10.16,snow
531,Kalemie,CD,-5.9475,29.1947,77.94,74,66,3.33,light rain
532,Melo,UY,-32.3667,-54.1833,85.69,53,30,10.98,scattered clouds
533,Kuching,MY,1.55,110.3333,80.6,83,40,2.3,scattered clouds
534,Baracoa,CU,20.3467,-74.4958,78.33,80,44,7.0,scattered clouds
535,Panguna,PG,-6.3164,155.4848,67.21,95,87,1.05,overcast clouds
536,Tundla,IN,27.2,78.2833,60.84,49,0,6.53,clear sky
537,Port Blair,IN,11.6667,92.75,77.85,66,0,8.61,clear sky
538,Mattawa,US,46.7379,-119.9028,21.2,93,1,1.39,clear sky
539,Iwanai,JP,42.9744,140.5089,14.85,93,11,4.99,few clouds
540,Saint-Leu,RE,-21.15,55.2833,84.2,70,20,5.75,few clouds
541,Peniche,PT,39.3558,-9.3811,60.01,93,100,21.99,overcast clouds
542,Salto,UY,-31.3833,-57.9667,84.0,65,0,11.99,clear sky
543,Markova,UA,48.6758,24.4138,46.0,76,0,5.46,clear sky
544,Irbeyskoye,RU,55.6428,95.4522,3.22,93,100,3.06,overcast clouds
545,Beyneu,KZ,45.3167,55.2,33.76,95,100,4.29,overcast clouds
546,Skibbereen,IE,51.55,-9.2667,39.2,60,40,9.22,scattered clouds
547,Longhua,CN,23.6137,114.1919,58.57,64,10,3.29,clear sky
548,Big Rapids,US,43.6981,-85.4837,16.0,85,75,5.86,broken clouds
549,Sioux Lookout,CA,50.1001,-91.917,1.4,78,90,4.61,light snow
550,Natal,BR,-5.795,-35.2094,86.0,66,75,18.41,broken clouds
551,Kijang,KR,35.2442,129.2139,50.0,62,90,11.5,light rain
552,Mabaruma,GY,8.2,-59.7833,83.95,64,75,8.77,broken clouds
553,Matiri,TZ,-10.75,34.9,66.49,98,100,1.81,moderate rain
554,Indianola,US,41.3581,-93.5574,15.01,62,90,9.22,overcast clouds
555,Sovetskiy,RU,61.3614,63.5842,-34.06,83,0,2.53,clear sky
556,Conde,BR,-7.2597,-34.9075,86.0,66,75,18.41,broken clouds
557,Manicore,BR,-5.8092,-61.3003,86.22,57,49,4.92,scattered clouds
558,Port Hardy,CA,50.6996,-127.4199,37.4,100,75,4.61,broken clouds
559,Poum,NC,-20.2333,164.0167,79.36,78,100,10.98,overcast clouds
560,Dingzhou,CN,38.5131,114.9956,21.2,79,0,2.24,mist
561,Razgrad,BG,43.5333,26.5167,48.04,81,100,11.03,overcast clouds
562,Manakara,MG,-22.1333,48.0167,83.19,79,21,8.75,few clouds
563,Wadi Maliz,TN,36.4681,8.5495,60.8,41,40,11.5,scattered clouds
564,Towada,JP,40.6127,141.2067,30.99,65,79,1.01,broken clouds
565,Rassvet,RU,46.8333,40.75,33.31,90,95,8.95,overcast clouds
566,Plon,DE,54.1667,10.4167,39.99,81,90,9.22,overcast clouds
567,Shenzhen,CN,22.5455,114.0683,70.0,87,0,3.89,clear sky
568,Ouadda,CF,8.0777,22.4007,95.36,16,16,5.68,few clouds
569,Minden,DE,52.2833,8.9167,41.0,75,97,8.05,overcast clouds
570,Daru,PG,-9.0763,143.2092,77.36,89,96,5.68,light rain
571,Mingguang,CN,32.7802,117.9638,39.79,83,70,1.01,broken clouds
572,Lukhovka,RU,54.1484,45.2573,34.99,97,100,10.45,overcast clouds
573,The Valley,AI,18.217,-63.0578,82.4,74,20,12.66,few clouds
574,Hala,PK,25.8131,68.4227,68.0,49,0,6.91,smoke
575,Tiarei,PF,-17.5333,-149.3333,75.2,78,20,3.44,light rain
576,Alihe,CN,50.5667,123.7167,3.47,89,44,2.42,scattered clouds
577,Murdochville,CA,48.9583,-65.5006,17.6,73,12,21.85,few clouds
578,Teya,RU,60.3778,92.6267,-12.82,87,100,1.95,overcast clouds
579,Cajititlan,MX,20.4333,-103.3167,46.4,81,40,0.74,scattered clouds
580,Kalmunai,LK,7.4167,81.8167,76.69,79,6,9.06,clear sky
581,Kvitok,RU,56.0724,98.4813,-0.99,91,100,2.8,overcast clouds
582,Praia Da Vitoria,PT,38.7333,-27.0667,64.4,88,75,19.1,broken clouds
583,Houma,US,29.5958,-90.7195,60.8,94,90,13.8,overcast clouds
584,Beringovskiy,RU,63.05,179.3167,-9.72,89,14,4.09,few clouds
585,Mayahi,NE,13.9553,7.6712,86.43,11,74,13.09,broken clouds
586,Tabou,CI,4.423,-7.3528,82.35,76,26,7.02,light rain
587,Nuuk,GL,64.1835,-51.7216,23.0,68,20,5.75,few clouds
588,Pisco,PE,-13.7,-76.2167,73.4,78,0,9.22,clear sky
589,Huarmey,PE,-10.0681,-78.1522,75.9,64,33,7.05,scattered clouds
590,Columbus,US,39.9612,-82.9988,21.99,58,1,6.91,clear sky
591,Balasheyka,RU,53.2841,48.0851,27.75,99,100,3.71,snow
592,Necochea,AR,-38.5473,-58.7368,91.0,44,0,8.01,clear sky
593,Krasnoselkup,RU,65.7,82.4667,-40.63,75,63,8.08,broken clouds
594,Dahuk,IQ,36.8695,42.994,39.65,67,95,1.97,overcast clouds
595,Itarema,BR,-2.9248,-39.9167,89.08,53,34,13.98,scattered clouds
596,Hurghada,EG,27.2574,33.8129,73.4,28,0,5.75,clear sky
597,Edeia,BR,-17.3383,-49.9314,84.36,54,100,6.17,overcast clouds
598,Mampong,GH,7.0627,-1.4001,96.44,10,38,4.52,scattered clouds
599,Vernon,CA,50.2581,-119.2691,19.4,79,89,2.3,overcast clouds
600,Ust-Maya,RU,60.4167,134.5333,-53.46,73,82,1.66,broken clouds
601,Jumla,NP,29.2747,82.1838,37.38,69,0,7.14,clear sky
602,Neyshabur,IR,36.2133,58.7958,30.02,76,0,1.7,clear sky
603,Soyo,AO,-6.1349,12.3689,80.6,83,75,6.91,light rain
604,Gudivada,IN,16.45,80.9833,78.8,73,0,4.61,haze
605,Rio Grande,BR,-32.035,-52.0986,84.2,61,40,16.11,scattered clouds
606,Aksu,CN,41.1231,80.2644,23.38,85,89,3.58,overcast clouds
607,Powell River,CA,49.8496,-124.5361,30.0,86,1,2.3,clear sky
608,Kawalu,ID,-7.3817,108.2082,76.05,85,100,1.05,light rain
609,Oktyabrskoye,RU,43.0645,44.7417,35.6,69,4,6.71,clear sky
610,Canguaretama,BR,-6.38,-35.1289,86.0,66,75,18.41,broken clouds
611,Nome,US,64.5011,-165.4064,33.8,86,90,5.75,light rain
612,Vryburg,ZA,-26.9566,24.7284,94.93,14,33,5.5,scattered clouds
613,Bani Walid,LY,31.7566,13.9942,68.54,25,0,17.47,clear sky
614,Kazerun,IR,29.6195,51.6541,51.69,45,0,2.46,clear sky
615,Broken Hill,AU,-31.95,141.4333,87.8,10,98,10.36,overcast clouds
616,Taoudenni,ML,22.6783,-3.9836,83.91,11,0,13.87,clear sky
617,Tazovskiy,RU,67.4667,78.7,-42.21,78,3,4.7,clear sky
618,Te Anau,NZ,-45.4167,167.7167,49.84,75,100,8.12,overcast clouds
619,Ballina,AU,-28.8667,153.5667,64.4,94,40,5.03,scattered clouds
620,Santa Rosalia,MX,27.3167,-112.2833,56.3,69,0,6.55,clear sky
621,Kilemary,RU,56.7783,46.8659,19.72,97,100,8.28,snow
622,Krasnyye Chetai,RU,55.6887,46.1386,32.65,98,100,9.13,snow
623,Bukama,CD,-9.2,25.85,79.52,84,68,0.07,moderate rain
624,Enshi,CN,30.3,109.4833,49.3,75,95,0.78,overcast clouds
625,Constancia,MX,24.2231,-107.1869,60.8,94,40,4.7,scattered clouds
626,Braniewo,PL,54.3797,19.8196,38.17,94,100,15.68,overcast clouds
627,Bud,US,39.447,-86.1758,19.0,73,1,3.44,clear sky
628,Mogadishu,SO,2.0371,45.3438,80.6,69,0,18.41,clear sky
629,Verkhniy Landekh,RU,56.8389,42.5994,34.0,99,100,6.51,overcast clouds
630,Riachao,BR,-7.3619,-46.6172,84.63,58,62,9.26,broken clouds
631,San Joaquin,US,37.9333,-121.3011,46.0,93,90,3.44,overcast clouds
632,Pombas,CV,17.1503,-25.0201,77.0,57,99,25.32,overcast clouds
633,Khorixas,NA,-20.3667,14.9667,75.6,68,99,11.79,overcast clouds
634,Athabasca,CA,54.7169,-113.2854,-16.6,76,92,3.44,overcast clouds
635,Karatuzskoye,RU,53.6072,92.8667,5.23,91,100,3.76,overcast clouds
636,Sakakah,SA,29.9697,40.2064,57.2,17,0,10.36,clear sky
637,Luwuk,ID,-0.9516,122.7875,79.45,74,100,4.07,overcast clouds
638,Sibolga,ID,1.7427,98.7792,77.72,79,100,3.18,overcast clouds
639,Andenes,NO,69.3143,16.1194,21.2,63,0,21.85,clear sky
640,Hadgaon,IN,19.5,77.6667,76.53,36,0,0.67,clear sky
641,Quatre Cocos,MU,-20.2078,57.7625,82.4,69,40,5.75,scattered clouds
642,Castrovillari,IT,39.8203,16.2123,51.01,76,88,1.01,overcast clouds
643,Chiredzi,ZW,-21.05,31.6667,70.99,96,100,15.79,moderate rain
644,Belaya Rechka,RU,43.4381,43.535,37.4,60,10,2.24,clear sky
645,Nevelsk,RU,46.6733,141.8633,-11.2,77,32,2.24,smoke
646,Banyo,CM,6.75,11.8167,89.78,12,0,6.58,clear sky
647,Harwich,GB,51.9419,1.2844,37.0,77,94,5.99,overcast clouds
648,Beaverlodge,CA,55.2166,-119.4361,8.6,85,90,8.05,light snow
649,Puerto Quijarro,BO,-17.7833,-57.7667,90.72,50,52,4.27,broken clouds
650,Ponta Delgada,PT,37.7333,-25.6667,64.99,88,40,13.8,scattered clouds
651,Charters Towers,AU,-20.1,146.2667,71.51,80,0,10.33,clear sky
652,Ketchikan,US,55.3422,-131.6461,30.2,100,90,4.61,overcast clouds
653,Druzhba,UA,52.0428,33.9453,33.28,96,100,7.92,overcast clouds
654,Kumano,JP,34.3442,132.5894,48.0,37,99,1.01,moderate rain
655,Taksimo,RU,56.3444,114.8794,-13.88,83,66,0.87,broken clouds
656,Pirmasens,DE,49.2015,7.6053,41.0,93,90,7.52,light rain
657,Kalmar,SE,56.6616,16.3616,37.99,100,100,3.44,overcast clouds
658,Northam,GB,51.0333,-4.2167,44.01,70,4,5.01,clear sky
659,Bardiyah,LY,31.7561,25.0865,59.97,43,0,4.03,clear sky
660,Ratnagiri,IN,16.9833,73.3,77.14,76,31,8.79,scattered clouds
661,Marystown,CA,47.1666,-55.1483,28.56,90,62,17.87,broken clouds
662,Vandavasi,IN,12.5,79.6167,73.65,76,0,7.0,clear sky
663,Lugovoy,KZ,42.9472,72.7644,18.57,89,100,3.29,overcast clouds
664,Pachino,IT,36.7186,15.0907,55.4,76,20,17.27,few clouds
665,Mokrous,RU,51.2333,47.5167,33.46,99,100,10.02,overcast clouds
666,Puerto Rondon,CO,6.2805,-71.1,88.2,44,100,10.71,overcast clouds
667,Rudesheim,DE,49.85,7.8167,42.01,87,85,6.04,overcast clouds
668,Talon,PH,11.56,122.6811,77.0,86,97,2.1,overcast clouds
669,Huittinen,FI,61.1833,22.7,36.0,93,90,8.05,light rain
670,Breves,BR,-1.6822,-50.4803,89.13,46,18,6.02,few clouds
671,Sur,OM,22.5667,59.5289,66.42,54,0,14.18,clear sky
672,Saquena,PE,-4.6667,-73.5167,76.89,89,99,2.15,light rain
673,Lumeje,AO,-11.55,20.7833,76.46,74,19,7.61,light rain
674,Asau,RO,46.4333,26.4,46.0,50,99,3.6,overcast clouds
675,Kibungo,RW,-2.1597,30.5427,69.8,73,75,2.3,broken clouds
676,Bafq,IR,31.6128,55.4107,40.71,52,0,3.36,clear sky
677,Oranjemund,NA,-28.55,16.4333,66.18,80,69,18.66,broken clouds
678,Kulhudhuffushi,MV,6.6221,73.07,82.53,70,45,7.94,scattered clouds
679,Dulcesti,RO,46.9667,26.7667,46.99,10,94,6.06,overcast clouds
680,Namangan,UZ,40.9983,71.6726,28.4,46,96,4.61,overcast clouds
681,Chapais,CA,49.7834,-74.8492,-4.0,84,1,8.05,clear sky
682,Xichang,CN,27.8964,102.2634,45.01,65,0,2.57,clear sky
683,Actopan,MX,20.2667,-98.9333,64.11,43,31,2.71,scattered clouds
684,Eenhana,NA,-17.4667,16.3333,84.99,40,76,5.48,broken clouds
685,Wakkanai,JP,45.4094,141.6739,21.76,87,42,12.01,scattered clouds
686,Caluquembe,AO,-13.7833,14.6833,78.21,28,100,11.68,overcast clouds
687,Villarrica,PY,-25.75,-56.4333,82.54,81,3,5.41,clear sky
688,Weinan,CN,34.5036,109.5089,43.0,60,99,2.24,haze
689,Saint Anthony,US,45.0205,-93.218,17.6,67,90,8.05,overcast clouds
690,Road Town,VG,18.4167,-64.6167,81.0,74,40,8.05,scattered clouds
691,Waipawa,NZ,-41.4122,175.5153,64.4,88,75,16.11,broken clouds
692,Luganville,VU,-15.5333,167.1667,79.56,81,100,2.75,light rain
693,Hambantota,LK,6.1241,81.1185,77.0,88,11,4.61,few clouds
694,Priargunsk,RU,50.3691,119.1012,-2.88,91,38,1.1,scattered clouds
695,Guanambi,BR,-14.2233,-42.7814,87.76,37,7,11.5,clear sky
